ar_0,ar_1,ar_2,ar_3,auc,mean,var,stddev,dwt_0,dwt_1,dwt_2,dwt_3,dwt_4,dwt_5,dwt_6,dwt_7,dwt_8,dwt_9,dwt_10,dwt_11,dwt_12,dwt_13,dwt_14,dwt_15,dwt_16,dwt_17,dwt_18,dwt_19,dwt_20,dwt_21,dwt_22,dwt_23,dwt_24,wavelet_auc,wavelet_mean,wavelet_var,wavelet_stddev,bpm,ibi,sdnn,sdsd,pnn20,pnn50,rmssd,hr_mad,sampen,abnormal
1.0083001128407367,-0.020005838527027316,-0.006623840631885786,0.013965261353903233,3594493.5,998.7836111111111,2922.6434536265433,54.06147846319543,3810.5855642686047,4008.8696205475126,4029.1216272238535,4131.138104886813,4451.199247468343,4015.848385972208,3967.5184177438236,3965.819012891471,3977.750756560343,3749.8406436053306,4385.946907618259,3825.6051271007645,3837.281691128108,3889.8628777032745,3997.44714694906,4075.3385108110465,3933.340154821391,3874.468082701369,3846.683632593248,3873.605109493359,3926.884826733423,3911.048325628676,3755.3287533572975,4182.480300187847,3981.1566918030458,95508.29839176266,3976.1667807919384,27961.97804163263,167.21835438023132,104.15913200723325,576.0416870117188,62.714717864990234,78.13980865478516,0.6666666865348816,0.4000000059604645,105.40437316894531,27.77777862548828,0.20870187089490913,1
1.0555321197746916,-0.0027279298452370444,-0.006210456555573304,-0.05043187222279141,3559613.0,989.0725,12014.825021527779,109.61215727065944,3977.4681879584987,4686.164500277544,4796.423527474397,4329.849885658918,3752.6908319787553,4015.1359183980453,3907.929951328924,4110.038231919392,3981.673737266773,3573.0942283778054,5037.077053049921,3825.0574267019774,3549.310958804716,3502.9904801255284,3691.2187772941124,4176.2141600332625,4456.978615651075,4284.014619492606,3970.4564951945968,4104.335705211175,4032.1217882171895,3576.328551471919,4902.954466495667,4252.615511755319,4925.404376735281,98966.1117045265,4136.7019194749355,196470.5019279268,443.24993167278296,109.90721340915896,545.9150390625,58.307010650634766,78.6025161743164,0.5,0.375,101.84211730957031,8.333333015441895,0.1368670513426272,1
1.0184114924526828,-0.0054605601832594134,-0.008854639445103035,-0.007534624549015771,3538861.0,983.2877777777778,4214.042183950617,64.91565438282677,4018.3379023299217,3942.382725588709,3932.86550135807,3927.902986322016,3926.7663117631937,3914.8072131646577,3969.0541927441136,3978.834979317701,3964.5168556392546,3778.7133873153207,4367.317394436327,3844.1328110845907,3881.6586176963137,3927.081908454303,4068.7197930613584,4195.969683874098,4099.305121019623,3966.4228163639714,3961.810703010301,3973.472067633848,3970.7592736567276,4024.8850064211974,3982.6147740252163,3927.7714046204246,3932.8333838466037,95503.3511716596,3979.1574725899145,12523.001108418603,111.90621568268048,93.73837569745815,640.079345703125,55.39375686645508,68.33732604980469,0.6153846383094788,0.3076923191547394,84.67579650878906,25.0,0.1869151593591622,1
1.052793550347579,-0.020619450938980096,-0.019502212656240022,-0.01644025673800704,3274227.0,909.7544444444444,3836.189702469135,61.9369817029304,3689.3593459060417,3632.8413259924628,3628.482499984844,3618.276384327851,3605.909457371777,3545.419596831296,3538.514019994632,3531.6094668688947,3668.504179532932,3403.099862228,4346.546479044391,3501.482586410837,3498.2479056148027,3542.2272108185666,3598.3937443837012,3664.1907637606328,3689.8802281477197,3827.251055860344,3760.7771052770777,3613.4870880137123,3638.4418678376987,3687.1485691401303,3670.2321077634842,3617.3404025848345,3627.185413162058,87486.57628732467,3645.793946674349,27934.606481391165,167.13649057399513,66.58959537572254,901.0416870117188,116.28523254394531,103.07036590576172,0.8333333134651184,0.3333333432674408,134.60523986816406,25.0,0.09059539753566874,1
1.0480539321521152,-0.011582794494224323,-0.016869808293592345,-0.023419047646062556,3636442.0,1010.3927777777777,2167.0151700617284,46.55121018901365,3976.1425792064124,4315.32342408937,4372.904914375588,4552.773666570359,4665.443482733891,4019.5451903306416,3975.537442587049,3997.3832628346177,4005.918462538556,3860.6894421265533,4302.869590428908,3945.17210319715,3962.202346966626,4003.2958966832884,4159.3553105215715,4237.441783835139,4104.134050001779,4060.4764926295675,4054.9854934936334,4081.1752969711683,4096.680507364486,4097.29314070217,3950.947733071657,4563.297267001869,4302.986850272792,99524.41101579524,4146.559029221394,44130.295677233225,210.07212018074466,96.58256148195466,621.2301635742188,52.77367401123047,67.22386932373047,0.5384615659713745,0.1538461595773697,82.39860534667969,19.44444465637207,0.28625574215719407,1
1.017328052419113,-0.005449678620794481,-0.006878510194753244,-0.008457008657716548,3538240.0,983.1152777777778,2690.2692110339503,51.86780514957183,3755.8440132941478,3718.7111278180373,3710.667326263013,3714.1714873586807,3699.2486011578385,3978.7443436167723,4035.3721888182836,4018.9470370208146,3976.2545979345678,3808.397253431901,4314.722773484708,3835.856684955669,3875.7582252023303,3913.5964780806617,4079.4896912425643,4135.357314302888,3941.6723640420128,3851.5923308258425,3819.99879096079,3794.907493397899,3841.254917095199,3796.055203891428,3728.609535256761,3709.6853694048846,3725.905461956666,93039.94587318896,3871.232824432574,23707.73431053673,153.97316100715972,94.7091493715288,633.5184936523438,57.72136306762695,74.29436492919922,0.4285714328289032,0.2142857164144516,89.11182403564453,22.22222137451172,0.18212276939642102,1
1.0218361318302833,-0.005022991918799227,-0.015580641780828195,-0.00473764346882775,3537576.0,982.93,3043.7045444444443,55.16977926767919,3940.3372854041195,3958.7702898690086,3965.7215916868554,3956.7443486365337,3948.129595888988,3757.6416025138965,3788.773695285093,3785.6368035831083,3775.3740589999984,3617.413375277909,4276.099879832743,3664.4803468353552,3730.3418677164464,3792.9671813459236,3914.4507206306507,4095.368436802901,4077.663816514301,3887.1764127164424,3837.179841584177,3846.7629482204766,3855.8108464839356,3895.3980275003987,3965.318296699504,3957.191615824877,3956.47861211426,93298.82354920873,3889.8892599187157,19209.308492607288,138.59764966480236,90.29561063003882,664.484130859375,66.69293975830078,85.72344970703125,0.692307710647583,0.4615384638309479,120.15046691894531,22.22222137451172,0.18987301914625948,1
1.017233763927566,-0.00386923020680342,-0.005179441542430222,-0.011620255880057476,3575106.0,993.3486111111112,2796.7637480709877,52.884437673771174,3992.141592809285,3938.893780659408,3930.904296159585,3927.5416657952187,3924.887927518389,3904.251071339004,3935.200972292949,3962.3809585158547,3947.95106984565,3762.9997393559984,4322.850387781673,3836.828370377449,3887.2323578959185,3918.575112663258,4022.1918723253925,4161.798913822737,4138.815198403257,3973.2831900673864,3929.084002500165,3936.318739186423,3925.7958102811554,3978.5948219277607,3970.1911386086645,3926.786630360543,3931.9802224263594,95125.41893530166,3963.4991937167792,11303.897368892647,106.31978822821576,93.91304347826086,638.888916015625,46.147911071777344,53.12655258178711,0.692307710647583,0.5384615659713745,82.1099624633789,30.55555534362793,0.163080102572038,1
1.0162800300195216,-0.00866218097138456,-0.0028228768030445946,-0.008289406592769537,3473266.0,965.0577777777778,1720.489439506173,41.478783004159766,3839.0075838871817,3832.770202728793,3829.921787178878,3828.072041445478,3823.11032045227,3834.127792489077,3895.7125636790706,3900.2625587003363,3886.7996412461302,3633.134794687595,4310.460988966614,3846.500731664759,3776.3859585297228,3778.149706034037,3785.379701626477,3785.668434354819,3770.3478718203587,3788.9238912519004,3868.674720999525,3866.887494265553,3861.7578542973883,3837.5032590648316,3840.42839422864,3827.094503510649,3830.750914031627,92242.9544621823,3843.113348445668,11880.559755932629,108.99798051309313,73.60594795539033,815.1514892578125,75.27879333496094,96.4269027709961,0.800000011920929,0.5,128.1757049560547,27.77777862548828,0.10648773130247187,1
1.0165274971533311,-0.0080353378832754,-0.006389873247029943,-0.005695571066023633,3116715.0,866.0272222222222,1847.7892589506173,42.98591931028831,3607.518944227065,3610.4188318316537,3610.1266390536307,3602.14356043423,3585.0529317848795,3529.234841848351,3530.019888532799,3587.6867046408524,3568.2628685809927,3408.6837924028105,3828.2062289444657,3316.2468092848126,3393.8179417122365,3416.961505355765,3401.5621605062665,3331.1635025786118,3361.5596341738537,3504.9061645700754,3639.733068096756,3589.322693424681,3575.9391732266445,3573.143741826464,3627.5516229041964,3599.9293828826235,3610.1019459229065,84800.48413367264,3536.371783149905,13478.279799211636,116.0959938982032,86.89655172413792,690.4761962890625,55.731014251708984,84.44037628173828,0.5384615659713745,0.23076923191547394,101.19478607177734,12.5,0.5624219025521626,1
